State,Race,Gender,Year,Ages,Crude Death Rate (Per 100k Persons)
Oregon,White,Female,2003,45-54 years,10.6
Oregon,White,Female,2004,35-44 years,10.6
Oregon,White,Female,2004,45-54 years,9
Oregon,White,Female,2005,25-34 years,5.2
Oregon,White,Female,2005,35-44 years,8.8
Oregon,White,Female,2005,45-54 years,9.7
Oregon,White,Female,2006,25-34 years,7.5
Oregon,White,Female,2006,35-44 years,19.9
Oregon,White,Female,2006,45-54 years,17.3
Oregon,White,Female,2007,25-34 years,8.2
Oregon,White,Female,2007,35-44 years,11.1
Oregon,White,Female,2007,45-54 years,16.9
Oregon,White,Female,2008,25-34 years,5.8
Oregon,White,Female,2008,35-44 years,12.1
Oregon,White,Female,2008,45-54 years,14.3
Oregon,White,Female,2009,25-34 years,8.3
Oregon,White,Female,2009,35-44 years,6.8
Oregon,White,Female,2009,45-54 years,16.5
Oregon,White,Female,2010,25-34 years,4.8
Oregon,White,Female,2010,35-44 years,8.7
Oregon,White,Female,2010,45-54 years,11.2
Oregon,White,Female,2011,25-34 years,6
Oregon,White,Female,2011,35-44 years,11.4
Oregon,White,Female,2011,45-54 years,14.3
Oregon,White,Female,2012,25-34 years,6.8
Oregon,White,Female,2012,35-44 years,10.4
Oregon,White,Female,2012,45-54 years,15.9
Oregon,White,Female,2013,25-34 years,5.5
Oregon,White,Female,2013,35-44 years,9
Oregon,White,Female,2013,45-54 years,8.9
Oregon,White,Female,2014,25-34 years,5.5
Oregon,White,Female,2014,35-44 years,8.5
Oregon,White,Female,2014,45-54 years,10.3
Oregon,White,Female,2015,25-34 years,4.6
Oregon,White,Female,2015,35-44 years,4.4
Oregon,White,Female,2015,45-54 years,9.5
Oregon,White,Female,2016,25-34 years,4
Oregon,White,Female,2016,35-44 years,6.1
Oregon,White,Female,2016,45-54 years,9.1
Oregon,White,Male,1999,25-34 years,10.1
Oregon,White,Male,1999,35-44 years,11.7
Oregon,White,Male,1999,45-54 years,6.4
Oregon,White,Male,2000,25-34 years,4.5
Oregon,White,Male,2000,35-44 years,10.7
Oregon,White,Male,2000,45-54 years,8
Oregon,White,Male,2001,35-44 years,12.1
Oregon,White,Male,2001,45-54 years,8.5
Oregon,White,Male,2002,25-34 years,6.7
Oregon,White,Male,2002,35-44 years,15.6
Oregon,White,Male,2002,45-54 years,12.1
Oregon,White,Male,2003,25-34 years,8.5
Oregon,White,Male,2003,35-44 years,15
Oregon,White,Male,2003,45-54 years,16.4
Oregon,White,Male,2004,25-34 years,10.4
Oregon,White,Male,2004,35-44 years,13.8
Oregon,White,Male,2004,45-54 years,14.8
Oregon,White,Male,2005,25-34 years,12.7
Oregon,White,Male,2005,35-44 years,13.3
Oregon,White,Male,2005,45-54 years,22.7
Oregon,White,Male,2006,20-24 years,14
Oregon,White,Male,2006,25-34 years,16.1
Oregon,White,Male,2006,35-44 years,12.9
Oregon,White,Male,2006,45-54 years,28.2
Oregon,White,Male,2007,20-24 years,15
Oregon,White,Male,2007,25-34 years,19.8
Oregon,White,Male,2007,35-44 years,20.3
Oregon,White,Male,2007,45-54 years,27.4
Oregon,White,Male,2008,15-19 years,11
Oregon,White,Male,2008,20-24 years,14.2
Oregon,White,Male,2008,25-34 years,19
Oregon,White,Male,2008,35-44 years,20
Oregon,White,Male,2008,45-54 years,17.6
Oregon,White,Male,2009,20-24 years,16.7
Oregon,White,Male,2009,25-34 years,17.4
Oregon,White,Male,2009,35-44 years,22.3
Oregon,White,Male,2009,45-54 years,17
Oregon,White,Male,2010,20-24 years,14.1
Oregon,White,Male,2010,25-34 years,21.1
Oregon,White,Male,2010,35-44 years,13.6
Oregon,White,Male,2010,45-54 years,13.9
Oregon,White,Male,2011,20-24 years,16.3
Oregon,White,Male,2011,25-34 years,21
Oregon,White,Male,2011,35-44 years,22
Oregon,White,Male,2011,45-54 years,15.9
Oregon,White,Male,2012,20-24 years,16
Oregon,White,Male,2012,25-34 years,15.5
Oregon,White,Male,2012,35-44 years,15.7
Oregon,White,Male,2012,45-54 years,19.6
Oregon,White,Male,2013,20-24 years,10.1
Oregon,White,Male,2013,25-34 years,12.5
Oregon,White,Male,2013,35-44 years,13.4
Oregon,White,Male,2013,45-54 years,7.8
Oregon,White,Male,2014,20-24 years,14.4
Oregon,White,Male,2014,25-34 years,18.9
Oregon,White,Male,2014,35-44 years,10.3
Oregon,White,Male,2014,45-54 years,10.9
Oregon,White,Male,2015,20-24 years,9.4
Oregon,White,Male,2015,25-34 years,13.7
Oregon,White,Male,2015,35-44 years,9.8
Oregon,White,Male,2015,45-54 years,10.4
Oregon,White,Male,2016,20-24 years,17.1
Oregon,White,Male,2016,25-34 years,15.3
Oregon,White,Male,2016,35-44 years,12.2
Oregon,White,Male,2016,45-54 years,9.5
Pennsylvania,Black or African American,Female,2002,35-44 years,10.5
Pennsylvania,Black or African American,Female,2008,45-54 years,9.7
Pennsylvania,Black or African American,Female,2016,45-54 years,10.8
Pennsylvania,Black or African American,Male,1999,35-44 years,14.3
Pennsylvania,Black or African American,Male,1999,45-54 years,18.3
Pennsylvania,Black or African American,Male,2000,35-44 years,10.9
Pennsylvania,Black or African American,Male,2000,45-54 years,16.1
Pennsylvania,Black or African American,Male,2002,45-54 years,17.3
Pennsylvania,Black or African American,Male,2003,35-44 years,11.9
Pennsylvania,Black or African American,Male,2003,45-54 years,20.6
Pennsylvania,Black or African American,Male,2004,35-44 years,10.8
Pennsylvania,Black or African American,Male,2004,45-54 years,12.4
Pennsylvania,Black or African American,Male,2005,45-54 years,16.8
Pennsylvania,Black or African American,Male,2006,35-44 years,17
Pennsylvania,Black or African American,Male,2006,45-54 years,18.6
Pennsylvania,Black or African American,Male,2007,45-54 years,18
Pennsylvania,Black or African American,Male,2008,35-44 years,10.7
Pennsylvania,Black or African American,Male,2008,45-54 years,22
Pennsylvania,Black or African American,Male,2009,45-54 years,12.9
Pennsylvania,Black or African American,Male,2010,45-54 years,23.2
Pennsylvania,Black or African American,Male,2011,45-54 years,17.9
Pennsylvania,Black or African American,Male,2012,35-44 years,12.1
Pennsylvania,Black or African American,Male,2012,45-54 years,16.9
Pennsylvania,Black or African American,Male,2013,45-54 years,11.7
Pennsylvania,Black or African American,Male,2014,45-54 years,21.4
Pennsylvania,Black or African American,Male,2015,25-34 years,10.3
Pennsylvania,Black or African American,Male,2015,35-44 years,12.2
Pennsylvania,Black or African American,Male,2015,45-54 years,23.7
Pennsylvania,Black or African American,Male,2016,25-34 years,19.8
Pennsylvania,Black or African American,Male,2016,35-44 years,15.5
Pennsylvania,Black or African American,Male,2016,45-54 years,40.1
Pennsylvania,White,Female,1999,25-34 years,1.6
Pennsylvania,White,Female,1999,35-44 years,2
Pennsylvania,White,Female,2000,35-44 years,1.3
Pennsylvania,White,Female,2001,35-44 years,1.7
Pennsylvania,White,Female,2001,45-54 years,1.4
Pennsylvania,White,Female,2002,25-34 years,1.9
Pennsylvania,White,Female,2002,35-44 years,2.1
Pennsylvania,White,Female,2002,45-54 years,1.9
Pennsylvania,White,Female,2003,20-24 years,3
Pennsylvania,White,Female,2003,25-34 years,1.9
Pennsylvania,White,Female,2003,35-44 years,4.7
Pennsylvania,White,Female,2003,45-54 years,2.3
Pennsylvania,White,Female,2004,20-24 years,3.6
Pennsylvania,White,Female,2004,25-34 years,4.3
Pennsylvania,White,Female,2004,35-44 years,2.8
Pennsylvania,White,Female,2004,45-54 years,2.9
Pennsylvania,White,Female,2005,20-24 years,3
Pennsylvania,White,Female,2005,25-34 years,4
Pennsylvania,White,Female,2005,35-44 years,4.7
Pennsylvania,White,Female,2005,45-54 years,3.5
Pennsylvania,White,Female,2006,20-24 years,4.2
Pennsylvania,White,Female,2006,25-34 years,3
Pennsylvania,White,Female,2006,35-44 years,4.4
Pennsylvania,White,Female,2006,45-54 years,2.2
Pennsylvania,White,Female,2007,20-24 years,4.1
Pennsylvania,White,Female,2007,25-34 years,3.4
Pennsylvania,White,Female,2007,35-44 years,1.6
Pennsylvania,White,Female,2007,45-54 years,3.3
Pennsylvania,White,Female,2008,20-24 years,4.7
Pennsylvania,White,Female,2008,25-34 years,4.2
Pennsylvania,White,Female,2008,35-44 years,4.2
Pennsylvania,White,Female,2008,45-54 years,4.1
Pennsylvania,White,Female,2009,20-24 years,3.5
Pennsylvania,White,Female,2009,25-34 years,2.6
Pennsylvania,White,Female,2009,35-44 years,4.3
Pennsylvania,White,Female,2009,45-54 years,3.3
Pennsylvania,White,Female,2010,25-34 years,4.3
Pennsylvania,White,Female,2010,35-44 years,3.7
Pennsylvania,White,Female,2010,45-54 years,3.5
Pennsylvania,White,Female,2011,20-24 years,4.3
Pennsylvania,White,Female,2011,25-34 years,5.9
Pennsylvania,White,Female,2011,35-44 years,3.5
Pennsylvania,White,Female,2011,45-54 years,4.4
Pennsylvania,White,Female,2012,20-24 years,5.2
Pennsylvania,White,Female,2012,25-34 years,8.4
Pennsylvania,White,Female,2012,35-44 years,3.7
Pennsylvania,White,Female,2012,45-54 years,3.9
Pennsylvania,White,Female,2013,20-24 years,4.9
Pennsylvania,White,Female,2013,25-34 years,6.1
Pennsylvania,White,Female,2013,35-44 years,6.7
Pennsylvania,White,Female,2013,45-54 years,3.9
Pennsylvania,White,Female,2014,20-24 years,7.7
Pennsylvania,White,Female,2014,25-34 years,8
Pennsylvania,White,Female,2014,35-44 years,8.6
Pennsylvania,White,Female,2014,45-54 years,5.6
Pennsylvania,White,Female,2015,20-24 years,9.4
Pennsylvania,White,Female,2015,25-34 years,10.1
Pennsylvania,White,Female,2015,35-44 years,7.4
Pennsylvania,White,Female,2015,45-54 years,5.6
Pennsylvania,White,Female,2016,20-24 years,12.3
Pennsylvania,White,Female,2016,25-34 years,19.9
Pennsylvania,White,Female,2016,35-44 years,12.6
Pennsylvania,White,Female,2016,45-54 years,10.6
Pennsylvania,White,Male,1999,20-24 years,5.7
Pennsylvania,White,Male,1999,25-34 years,6.3
Pennsylvania,White,Male,1999,35-44 years,7.8
Pennsylvania,White,Male,1999,45-54 years,3.8
Pennsylvania,White,Male,2000,20-24 years,6.4
Pennsylvania,White,Male,2000,25-34 years,5.7
Pennsylvania,White,Male,2000,35-44 years,6.1
Pennsylvania,White,Male,2000,45-54 years,4.8
Pennsylvania,White,Male,2001,20-24 years,6.2
Pennsylvania,White,Male,2001,25-34 years,4.5
Pennsylvania,White,Male,2001,35-44 years,4.3
Pennsylvania,White,Male,2001,45-54 years,2.3
Pennsylvania,White,Male,2002,15-19 years,2.7
Pennsylvania,White,Male,2002,20-24 years,10
Pennsylvania,White,Male,2002,25-34 years,7.1
Pennsylvania,White,Male,2002,35-44 years,7.7
Pennsylvania,White,Male,2002,45-54 years,5.1
Pennsylvania,White,Male,2003,15-19 years,3.2
Pennsylvania,White,Male,2003,20-24 years,11.8
Pennsylvania,White,Male,2003,25-34 years,8.7
Pennsylvania,White,Male,2003,35-44 years,10.2
Pennsylvania,White,Male,2003,45-54 years,8.5
Pennsylvania,White,Male,2004,15-19 years,4.2
Pennsylvania,White,Male,2004,20-24 years,13.4
Pennsylvania,White,Male,2004,25-34 years,11
Pennsylvania,White,Male,2004,35-44 years,11.8
Pennsylvania,White,Male,2004,45-54 years,8.2
Pennsylvania,White,Male,2005,15-19 years,3.4
Pennsylvania,White,Male,2005,20-24 years,10.7
Pennsylvania,White,Male,2005,25-34 years,10.8
Pennsylvania,White,Male,2005,35-44 years,11
Pennsylvania,White,Male,2005,45-54 years,8.5
Pennsylvania,White,Male,2006,20-24 years,13.5
Pennsylvania,White,Male,2006,25-34 years,12.7
Pennsylvania,White,Male,2006,35-44 years,9.6
Pennsylvania,White,Male,2006,45-54 years,7.5
Pennsylvania,White,Male,2007,15-19 years,2.6
Pennsylvania,White,Male,2007,20-24 years,9.1
Pennsylvania,White,Male,2007,25-34 years,13
Pennsylvania,White,Male,2007,35-44 years,10.1
Pennsylvania,White,Male,2007,45-54 years,8.3
Pennsylvania,White,Male,2008,15-19 years,2.9
Pennsylvania,White,Male,2008,20-24 years,14.2
Pennsylvania,White,Male,2008,25-34 years,13.6
Pennsylvania,White,Male,2008,35-44 years,11.2
Pennsylvania,White,Male,2008,45-54 years,11.8
Pennsylvania,White,Male,2009,15-19 years,2.9
Pennsylvania,White,Male,2009,20-24 years,10.4
Pennsylvania,White,Male,2009,25-34 years,15.7
Pennsylvania,White,Male,2009,35-44 years,9.7
Pennsylvania,White,Male,2009,45-54 years,7.2
Pennsylvania,White,Male,2010,15-19 years,2.7
Pennsylvania,White,Male,2010,20-24 years,12.6
Pennsylvania,White,Male,2010,25-34 years,13.1
Pennsylvania,White,Male,2010,35-44 years,8.7
Pennsylvania,White,Male,2010,45-54 years,6.8
Pennsylvania,White,Male,2011,15-19 years,3.8
Pennsylvania,White,Male,2011,20-24 years,13.3
Pennsylvania,White,Male,2011,25-34 years,17.3
Pennsylvania,White,Male,2011,35-44 years,10.5
Pennsylvania,White,Male,2011,45-54 years,8.2
Pennsylvania,White,Male,2012,15-19 years,3.1
Pennsylvania,White,Male,2012,20-24 years,13
Pennsylvania,White,Male,2012,25-34 years,20.5
Pennsylvania,White,Male,2012,35-44 years,11.8
Pennsylvania,White,Male,2012,45-54 years,12.3
Pennsylvania,White,Male,2013,15-19 years,4.3
Pennsylvania,White,Male,2013,20-24 years,15.4
Pennsylvania,White,Male,2013,25-34 years,22.8
Pennsylvania,White,Male,2013,35-44 years,15.6
Pennsylvania,White,Male,2013,45-54 years,10.3
Pennsylvania,White,Male,2014,15-19 years,4.4
Pennsylvania,White,Male,2014,20-24 years,22.2
Pennsylvania,White,Male,2014,25-34 years,24.7
Pennsylvania,White,Male,2014,35-44 years,16.7
Pennsylvania,White,Male,2014,45-54 years,11
Pennsylvania,White,Male,2015,15-19 years,3.5
Pennsylvania,White,Male,2015,20-24 years,18.9
Pennsylvania,White,Male,2015,25-34 years,34.2
Pennsylvania,White,Male,2015,35-44 years,23.2
Pennsylvania,White,Male,2015,45-54 years,13.9
Pennsylvania,White,Male,2016,15-19 years,5.4
Pennsylvania,White,Male,2016,20-24 years,36.3
Pennsylvania,White,Male,2016,25-34 years,53.5
Pennsylvania,White,Male,2016,35-44 years,45.2
Pennsylvania,White,Male,2016,45-54 years,25.8
Rhode Island,White,Female,1999,35-44 years,13.8
Rhode Island,White,Female,2005,45-54 years,14.8
Rhode Island,White,Female,2010,45-54 years,13.2
Rhode Island,White,Female,2016,25-34 years,26.1
Rhode Island,White,Female,2016,45-54 years,16.4
Rhode Island,White,Male,2000,35-44 years,23.7
Rhode Island,White,Male,2001,25-34 years,18.6
Rhode Island,White,Male,2001,35-44 years,25.1
Rhode Island,White,Male,2001,45-54 years,16.4
Rhode Island,White,Male,2002,35-44 years,36.1
Rhode Island,White,Male,2002,45-54 years,19.2
Rhode Island,White,Male,2003,25-34 years,20.7
Rhode Island,White,Male,2003,35-44 years,47.7
Rhode Island,White,Male,2003,45-54 years,27.7
Rhode Island,White,Male,2004,35-44 years,23.6
Rhode Island,White,Male,2005,35-44 years,27.1
Rhode Island,White,Male,2005,45-54 years,31.6
Rhode Island,White,Male,2006,25-34 years,31.5
Rhode Island,White,Male,2006,35-44 years,26.6
Rhode Island,White,Male,2006,45-54 years,32.7
Rhode Island,White,Male,2007,35-44 years,15.3
Rhode Island,White,Male,2007,45-54 years,22.6
Rhode Island,White,Male,2008,25-34 years,26.3
Rhode Island,White,Male,2008,35-44 years,15.9
Rhode Island,White,Male,2008,45-54 years,19.7
Rhode Island,White,Male,2009,35-44 years,21.7
Rhode Island,White,Male,2010,45-54 years,18.3
Rhode Island,White,Male,2011,35-44 years,21.4
Rhode Island,White,Male,2011,45-54 years,18.7
Rhode Island,White,Male,2012,25-34 years,27.1
Rhode Island,White,Male,2012,35-44 years,27.6
Rhode Island,White,Male,2012,45-54 years,24.8
Rhode Island,White,Male,2013,25-34 years,38.7
Rhode Island,White,Male,2013,35-44 years,37.6
Rhode Island,White,Male,2013,45-54 years,53.6
Rhode Island,White,Male,2014,25-34 years,62
Rhode Island,White,Male,2014,35-44 years,40.2
Rhode Island,White,Male,2014,45-54 years,33.5
Rhode Island,White,Male,2015,20-24 years,30
Rhode Island,White,Male,2015,25-34 years,59.4
Rhode Island,White,Male,2015,35-44 years,52.4
Rhode Island,White,Male,2015,45-54 years,46.6
Rhode Island,White,Male,2016,20-24 years,33.7
Rhode Island,White,Male,2016,25-34 years,72
Rhode Island,White,Male,2016,35-44 years,54.9
Rhode Island,White,Male,2016,45-54 years,58.9
South Carolina,Black or African American,Female,2006,45-54 years,11.5
South Carolina,Black or African American,Male,2000,35-44 years,11.9
South Carolina,Black or African American,Male,2003,45-54 years,19.6
South Carolina,Black or African American,Male,2006,45-54 years,12.4
South Carolina,Black or African American,Male,2007,45-54 years,12.2
South Carolina,Black or African American,Male,2010,45-54 years,15.4
South Carolina,Black or African American,Male,2012,45-54 years,13.3
South Carolina,Black or African American,Male,2016,45-54 years,15.2
South Carolina,White,Female,2004,35-44 years,9.1
South Carolina,White,Female,2004,45-54 years,6.1
South Carolina,White,Female,2005,35-44 years,6.2
South Carolina,White,Female,2006,25-34 years,5.3
South Carolina,White,Female,2006,35-44 years,6.2
South Carolina,White,Female,2006,45-54 years,7.2
South Carolina,White,Female,2007,35-44 years,6.1
South Carolina,White,Female,2007,45-54 years,8.8
South Carolina,White,Female,2008,25-34 years,5.7
South Carolina,White,Female,2008,35-44 years,4.7
South Carolina,White,Female,2008,45-54 years,6.9
South Carolina,White,Female,2009,45-54 years,8.6
South Carolina,White,Female,2010,25-34 years,7.1
South Carolina,White,Female,2010,35-44 years,7.7
South Carolina,White,Female,2010,45-54 years,8.5
South Carolina,White,Female,2011,35-44 years,5.4
South Carolina,White,Female,2011,45-54 years,6.8
South Carolina,White,Female,2012,35-44 years,6.8
South Carolina,White,Female,2012,45-54 years,7.3
South Carolina,White,Female,2013,25-34 years,5.9
South Carolina,White,Female,2013,35-44 years,5.9
South Carolina,White,Female,2013,45-54 years,7.8
South Carolina,White,Female,2014,35-44 years,11.2
South Carolina,White,Female,2014,45-54 years,6.5
South Carolina,White,Female,2015,25-34 years,5.6
South Carolina,White,Female,2015,35-44 years,7.3
South Carolina,White,Female,2015,45-54 years,6
South Carolina,White,Female,2016,25-34 years,7.8
South Carolina,White,Female,2016,35-44 years,10.7
South Carolina,White,Female,2016,45-54 years,9.9
South Carolina,White,Male,1999,35-44 years,8.3
South Carolina,White,Male,2000,25-34 years,6.1
South Carolina,White,Male,2000,35-44 years,9.7
South Carolina,White,Male,2000,45-54 years,8.3
South Carolina,White,Male,2001,25-34 years,5.2
South Carolina,White,Male,2001,35-44 years,7.8
South Carolina,White,Male,2001,45-54 years,5
South Carolina,White,Male,2002,25-34 years,7.2
South Carolina,White,Male,2002,35-44 years,7.9
South Carolina,White,Male,2003,25-34 years,5.2
South Carolina,White,Male,2003,35-44 years,10.8
South Carolina,White,Male,2003,45-54 years,9.8
South Carolina,White,Male,2004,25-34 years,5.7
South Carolina,White,Male,2004,35-44 years,9.4
South Carolina,White,Male,2004,45-54 years,11.1
South Carolina,White,Male,2005,20-24 years,11.7
South Carolina,White,Male,2005,25-34 years,7.7
South Carolina,White,Male,2005,35-44 years,10.8
South Carolina,White,Male,2005,45-54 years,8.1
South Carolina,White,Male,2006,20-24 years,12.6
South Carolina,White,Male,2006,25-34 years,6.7
South Carolina,White,Male,2006,35-44 years,10.7
South Carolina,White,Male,2006,45-54 years,12.1
South Carolina,White,Male,2007,25-34 years,9.7
South Carolina,White,Male,2007,35-44 years,9.2
South Carolina,White,Male,2007,45-54 years,11.4
South Carolina,White,Male,2008,25-34 years,6
South Carolina,White,Male,2008,35-44 years,9.2
South Carolina,White,Male,2008,45-54 years,14.3
South Carolina,White,Male,2009,25-34 years,10.4
South Carolina,White,Male,2009,35-44 years,8
South Carolina,White,Male,2009,45-54 years,10.6
South Carolina,White,Male,2010,20-24 years,10.7
South Carolina,White,Male,2010,25-34 years,12.3
South Carolina,White,Male,2010,35-44 years,7.1
South Carolina,White,Male,2010,45-54 years,12.3
South Carolina,White,Male,2011,20-24 years,10.6
South Carolina,White,Male,2011,25-34 years,11.2
South Carolina,White,Male,2011,35-44 years,7.7
South Carolina,White,Male,2011,45-54 years,7
South Carolina,White,Male,2012,20-24 years,9.6
South Carolina,White,Male,2012,25-34 years,9.2
South Carolina,White,Male,2012,35-44 years,9.6
South Carolina,White,Male,2012,45-54 years,7.9
South Carolina,White,Male,2013,25-34 years,9.1
South Carolina,White,Male,2013,35-44 years,9.6
South Carolina,White,Male,2013,45-54 years,12.8
South Carolina,White,Male,2014,25-34 years,13.2
South Carolina,White,Male,2014,35-44 years,11.6
South Carolina,White,Male,2014,45-54 years,13.3
South Carolina,White,Male,2015,20-24 years,9.7
South Carolina,White,Male,2015,25-34 years,23.2
South Carolina,White,Male,2015,35-44 years,15.4
South Carolina,White,Male,2015,45-54 years,13.6
South Carolina,White,Male,2016,20-24 years,20.5
South Carolina,White,Male,2016,25-34 years,25.5
South Carolina,White,Male,2016,35-44 years,21.8
South Carolina,White,Male,2016,45-54 years,23.2
Tennessee,Black or African American,Female,2005,45-54 years,16.2
Tennessee,Black or African American,Female,2007,45-54 years,16.7
Tennessee,Black or African American,Female,2009,45-54 years,12.4
Tennessee,Black or African American,Male,2001,45-54 years,21.8
Tennessee,Black or African American,Male,2004,45-54 years,26.1
Tennessee,Black or African American,Male,2005,45-54 years,20.7
Tennessee,Black or African American,Male,2006,25-34 years,14.5
Tennessee,Black or African American,Male,2006,35-44 years,27.9
Tennessee,Black or African American,Male,2006,45-54 years,24.8
Tennessee,Black or African American,Male,2007,35-44 years,19
Tennessee,Black or African American,Male,2007,45-54 years,46.9
Tennessee,Black or African American,Male,2008,45-54 years,20.8
Tennessee,Black or African American,Male,2009,45-54 years,26.4
Tennessee,Black or African American,Male,2010,45-54 years,23.2
Tennessee,Black or African American,Male,2011,35-44 years,15
Tennessee,Black or African American,Male,2011,45-54 years,26.1
Tennessee,Black or African American,Male,2012,45-54 years,16.1
Tennessee,Black or African American,Male,2013,45-54 years,20.7
Tennessee,Black or African American,Male,2014,45-54 years,23.8
Tennessee,Black or African American,Male,2015,35-44 years,16.1
Tennessee,Black or African American,Male,2015,45-54 years,26.8
Tennessee,Black or African American,Male,2016,25-34 years,11.8
Tennessee,Black or African American,Male,2016,45-54 years,28.4
Tennessee,White,Female,2000,35-44 years,3.2
Tennessee,White,Female,2001,35-44 years,3
Tennessee,White,Female,2002,25-34 years,4.2
Tennessee,White,Female,2002,35-44 years,6.3
Tennessee,White,Female,2002,45-54 years,3.1
Tennessee,White,Female,2003,35-44 years,9.2
Tennessee,White,Female,2003,45-54 years,3.4
Tennessee,White,Female,2004,25-34 years,5.1
Tennessee,White,Female,2004,35-44 years,9.8
Tennessee,White,Female,2004,45-54 years,7.6
Tennessee,White,Female,2005,25-34 years,6.7
Tennessee,White,Female,2005,35-44 years,11.3
Tennessee,White,Female,2005,45-54 years,7.2
Tennessee,White,Female,2006,25-34 years,6
Tennessee,White,Female,2006,35-44 years,10.4
Tennessee,White,Female,2006,45-54 years,13.7
Tennessee,White,Female,2007,25-34 years,8.2
Tennessee,White,Female,2007,35-44 years,8.7
Tennessee,White,Female,2007,45-54 years,8.8
Tennessee,White,Female,2008,25-34 years,5.6
Tennessee,White,Female,2008,35-44 years,7.4
Tennessee,White,Female,2008,45-54 years,8.4
Tennessee,White,Female,2009,25-34 years,6.2
Tennessee,White,Female,2009,35-44 years,6.6
Tennessee,White,Female,2009,45-54 years,10.4
Tennessee,White,Female,2010,25-34 years,5.9
Tennessee,White,Female,2010,35-44 years,6.7
Tennessee,White,Female,2010,45-54 years,13.5
Tennessee,White,Female,2011,25-34 years,7.1
Tennessee,White,Female,2011,35-44 years,7.1
Tennessee,White,Female,2011,45-54 years,10.2
Tennessee,White,Female,2012,25-34 years,6.7
Tennessee,White,Female,2012,35-44 years,11.9
Tennessee,White,Female,2012,45-54 years,10.6
Tennessee,White,Female,2013,25-34 years,4.9
Tennessee,White,Female,2013,35-44 years,7.5
Tennessee,White,Female,2013,45-54 years,10.5
Tennessee,White,Female,2014,25-34 years,9
Tennessee,White,Female,2014,35-44 years,11.7
Tennessee,White,Female,2014,45-54 years,11.9
Tennessee,White,Female,2015,25-34 years,8.6
Tennessee,White,Female,2015,35-44 years,10.9
Tennessee,White,Female,2015,45-54 years,14.1
Tennessee,White,Female,2016,25-34 years,9.3
Tennessee,White,Female,2016,35-44 years,11.3
Tennessee,White,Female,2016,45-54 years,10.1
Tennessee,White,Male,1999,35-44 years,5.2
Tennessee,White,Male,1999,45-54 years,3.4
Tennessee,White,Male,2000,35-44 years,5.7
Tennessee,White,Male,2000,45-54 years,3
Tennessee,White,Male,2001,25-34 years,4.6
Tennessee,White,Male,2001,35-44 years,6
Tennessee,White,Male,2001,45-54 years,3.5
Tennessee,White,Male,2002,25-34 years,5.9
Tennessee,White,Male,2002,35-44 years,8.3
Tennessee,White,Male,2002,45-54 years,5
Tennessee,White,Male,2003,20-24 years,9.3
Tennessee,White,Male,2003,25-34 years,10.9
Tennessee,White,Male,2003,35-44 years,13.1
Tennessee,White,Male,2003,45-54 years,8.7
Tennessee,White,Male,2004,20-24 years,9.2
Tennessee,White,Male,2004,25-34 years,13.7
Tennessee,White,Male,2004,35-44 years,14
Tennessee,White,Male,2004,45-54 years,15
Tennessee,White,Male,2005,20-24 years,13.5
Tennessee,White,Male,2005,25-34 years,14
Tennessee,White,Male,2005,35-44 years,16
Tennessee,White,Male,2005,45-54 years,13.6
Tennessee,White,Male,2006,20-24 years,15.1
Tennessee,White,Male,2006,25-34 years,16.8
Tennessee,White,Male,2006,35-44 years,15.4
Tennessee,White,Male,2006,45-54 years,16.7
Tennessee,White,Male,2007,20-24 years,12.3
Tennessee,White,Male,2007,25-34 years,13.3
Tennessee,White,Male,2007,35-44 years,16.5
Tennessee,White,Male,2007,45-54 years,13.2
Tennessee,White,Male,2008,20-24 years,13.8
Tennessee,White,Male,2008,25-34 years,11.5
Tennessee,White,Male,2008,35-44 years,13
Tennessee,White,Male,2008,45-54 years,12.5
Tennessee,White,Male,2009,20-24 years,12.9
Tennessee,White,Male,2009,25-34 years,11.1
Tennessee,White,Male,2009,35-44 years,14
Tennessee,White,Male,2009,45-54 years,12.4
Tennessee,White,Male,2010,20-24 years,13.4
Tennessee,White,Male,2010,25-34 years,18.8
Tennessee,White,Male,2010,35-44 years,16.3
Tennessee,White,Male,2010,45-54 years,20.1
Tennessee,White,Male,2011,25-34 years,13.8
Tennessee,White,Male,2011,35-44 years,10.6
Tennessee,White,Male,2011,45-54 years,11.9
Tennessee,White,Male,2012,20-24 years,9.2
Tennessee,White,Male,2012,25-34 years,16.5
Tennessee,White,Male,2012,35-44 years,15.7
Tennessee,White,Male,2012,45-54 years,14.2
Tennessee,White,Male,2013,20-24 years,9.7
Tennessee,White,Male,2013,25-34 years,9.1
Tennessee,White,Male,2013,35-44 years,15.5
Tennessee,White,Male,2013,45-54 years,16.8
Tennessee,White,Male,2014,20-24 years,8.5
Tennessee,White,Male,2014,25-34 years,16.8
Tennessee,White,Male,2014,35-44 years,14.4
Tennessee,White,Male,2014,45-54 years,22.2
Tennessee,White,Male,2015,20-24 years,12
Tennessee,White,Male,2015,25-34 years,17.5
Tennessee,White,Male,2015,35-44 years,21.5
Tennessee,White,Male,2015,45-54 years,20
Tennessee,White,Male,2016,20-24 years,12.2
Tennessee,White,Male,2016,25-34 years,23.6
Tennessee,White,Male,2016,35-44 years,20.7
Tennessee,White,Male,2016,45-54 years,17.8
Texas,Black or African American,Female,2001,45-54 years,9.3
Texas,Black or African American,Female,2002,35-44 years,5.5
Texas,Black or African American,Female,2002,45-54 years,5.9
